date,DFF,T10Y2Y,BAA10Y,VIXCLS,DCOILWTICO,USREC,return_JPM,return_C,return_WFC,return_GS,return_PNC,return_USB,return_FITB,return_MTB,return_BAC,return_SPY,return_XLF,lag1_return_JPM,lag2_return_JPM,lag5_return_JPM,lag21_return_JPM,lag1_return_C,lag2_return_C,lag5_return_C,lag21_return_C,lag1_return_WFC,lag2_return_WFC,lag5_return_WFC,lag21_return_WFC,lag1_return_GS,lag2_return_GS,lag5_return_GS,lag21_return_GS,lag1_return_MS,lag2_return_MS,lag5_return_MS,lag21_return_MS,lag1_return_PNC,lag2_return_PNC,lag5_return_PNC,lag21_return_PNC,lag1_return_USB,lag2_return_USB,lag5_return_USB,lag21_return_USB,lag1_return_FITB,lag2_return_FITB,lag5_return_FITB,lag21_return_FITB,lag1_return_MTB,lag2_return_MTB,lag5_return_MTB,lag21_return_MTB,lag1_return_BAC,lag2_return_BAC,lag5_return_BAC,lag21_return_BAC,lag1_return_SPY,lag2_return_SPY,lag5_return_SPY,lag21_return_SPY,lag1_return_XLF,lag2_return_XLF,lag5_return_XLF,lag21_return_XLF,volume,log_volume
1999-06-04,1.2858079462353076,-1.2617967274317372,-0.7420665111902515,0.3255855874306412,-1.5300788596913528,-0.37876249864935574,0.21525158879481573,1.0448430170421221,0.22450323829584573,1.0976346725843582,0.5620690569472078,0.14930427193218881,-0.09419848028488989,-0.2573884907323844,0.2728383926233546,1.58220811781048,0.9214950822599659,0.23527663773567412,-0.7814271006510115,-1.063822119339502,1.5636790646716967,0.45836466782382734,-0.9477725324646292,-0.6007015680027955,0.20958756172745427,0.03779160218289863,-0.2726409778713242,-2.058291859070854,0.21302020241578537,0.21883231367205008,-0.617546050122297,1.017540635968361,-0.7424714473238793,-0.10047040675669093,-1.1513755149441762,0.08360356104073417,0.3255127207264839,0.20458211564271628,-0.1557376882244246,-0.9080284790045051,-0.1090727852984451,-0.022312595351959886,-0.02233388714200427,-1.1530587288408316,0.5800861551012112,1.0553567047092138,-0.3705289499800514,-0.8882389721339335,0.3778628450538021,1.318660867184658,-0.11974137920244111,-0.8184413179793166,0.24390080466493647,0.5359065467127992,0.15449643512084102,-1.74517067737618,0.2200707504881189,0.41987817746091227,0.05513819474556175,-1.1681828930418476,0.6120036159838578,-0.04575035758085015,-0.33369129758231586,-1.2331888849516486,0.2895106070884284,-0.6723230427547329,-1.2831848935457006
1999-06-07,1.3045822689654274,-1.2726161205857818,-0.7291709558024958,0.36616484480932554,-1.5110291480176197,-0.37876249864935574,0.21378501393252847,0.34819195129223673,0.9039451104295882,0.3277135895179726,0.5539122485895401,0.40511099820219126,0.4564332053537856,1.0554117412632296,0.6796941147100262,0.18423914682762915,0.9361853806629338,0.21524633517209546,0.23541659326235495,1.1729126376514678,-1.0437745587826461,1.0448729466370728,0.45851219986612635,1.3626046806529013,-1.2480923029004765,0.22456154535074502,0.037784467077292806,0.7322615530372625,-0.6989047208286816,1.0977439305780883,0.21892586645450704,0.09041727464395,-0.718810388578673,0.9987466093821733,-0.10024243117832204,0.795996543912593,-1.3061347079497176,0.5620896348924577,0.20455891216051458,0.5231249583958576,-0.8198947259886451,0.1493643821838316,-0.02233388714200427,-0.021901021220745855,-0.53958005936285,-0.0943159837562628,1.0553821643314711,1.4787959157972326,0.17969367799764843,-0.2574855591372751,1.3186413014389935,0.07129717273169231,0.043022192641145006,0.27275984785446994,0.5358817425584199,1.130374120148494,-0.6732487114088668,1.5821349796198991,0.4198446586525607,0.9963481020510316,-0.5102904780823613,0.92159211575857,-0.045710159263919414,0.7880199998908166,-0.8535936210236263,-0.7089776274246473,-1.5155613221543733
1999-06-08,1.2811143655527772,-1.2617967274317372,-0.7291709558024958,0.39399062129756596,-1.5196881078693165,-0.37876249864935574,-0.6738401244291791,-0.7031868394643556,-0.2666251917566281,-1.374129325112498,-0.6314072694357444,0.062284461558341296,-0.33114033120164915,-0.37985642999482805,-0.16715667416537233,-0.8056929930607467,-0.9148428743124253,0.21377976195934792,0.21538767842152468,-1.6315584948142507,-0.14690414164361398,0.34821502526697073,1.0449603598572486,-0.8630349843471514,0.13426578090901242,0.9040095206128149,0.22455479860094063,-0.08631609329421948,-0.023641795208542135,0.3278000822678812,1.0978018378234442,-2.2691556425728923,3.6747194818541162,0.9857372432232338,0.9988128439241983,-1.4804116251556558,1.8040317455867951,0.5539327905527766,0.5620682350908263,-0.19989052856481698,0.3872904329931734,0.40517270873129857,0.14934333977545247,-0.8635187670033075,0.20412900333566097,0.4562611583426679,-0.09427822934944159,-0.6838309054349734,0.43407752395171967,1.0551354324191053,-0.2575121273969708,-0.40380736284489066,-0.44392439043223436,0.6796045142835981,0.27273568467603904,-0.6757018977447152,0.37002383463740823,0.18418746601877262,1.5821021646103937,-0.29913199417919584,0.5830041803169235,0.9362825911077757,0.9216227901341628,-0.7389771815246688,0.9647215024158888,-0.7408499722086366,-1.7627226270365464
1999-06-09,1.299888688282897,-1.2617967274317372,-0.7678576219657633,0.38007773305344555,-1.508604639259145,-0.37876249864935574,-0.39067539378176613,0.08435992758758766,-0.26809112850331585,1.09543501444534,0.11188701578005578,-0.8674005246238252,-0.3479874495979031,0.3346733987927162,0.14188242199107134,-0.09701424183252437,-0.1401575864621155,-0.6738443780401601,0.2139212068146816,-0.7807253125470665,0.2094801926393539,-0.7031741119227898,0.34837384797132354,-0.9474776006122404,0.5182096211038358,-0.266571296293002,0.9040041866575882,-0.27231866718125786,-0.8823957872558225,-1.3740931529340734,0.32788921570422463,-0.6168114432894147,-1.903689651128073,-0.9062473262624496,0.9858053919899604,-1.1508320470975668,-0.8445521915025556,-0.6313919562557561,0.5539113495986075,-0.15570875344188703,-0.6931933154289333,0.06234402743086029,0.40515203791558946,-0.021901021220745855,-1.9606142948323817,-0.33123436408896423,0.456293024789015,-0.370436386697437,-0.16437640553250768,-0.3799367774952807,1.0551146958808522,-0.11957561139574535,0.02118647216186974,-0.1672232627676968,0.6795793601079515,0.1545900216405188,-0.5630611087518123,-0.8057294794323534,0.18415380448907898,0.05526847793156708,-0.41739668141300573,-0.9147679597036902,0.9363131208487335,-0.3333883370993505,-0.19244329714942698,-0.7538987544808273,-1.880882491918875
1999-06-10,1.332743753060607,-1.2617967274317372,-0.7807531773535196,0.5447135772755358,-1.5141463735642307,-0.37876249864935574,-0.8028215241598119,-0.7618093216347255,-0.9432144302211403,-1.3443117370058055,-1.2563253609985596,-0.36703661497420215,-0.5276315488857362,0.8718600383457651,-0.04381556281866988,-0.7575807112559033,-0.9651951384936328,-0.39067996588413634,-0.6736414375480462,0.23553051336218236,-0.12884815668318275,0.0843804052379285,-0.7029075187422061,0.45834700757313207,0.5095186463940157,-0.26803724620755665,-0.26657906426862626,0.03794962458049342,0.5030506458405579,1.0955442073989574,-1.3739349967458507,0.2190894271354526,-0.05747770889919115,0.06543622391555176,-0.9059007870227569,-0.10002189726519457,0.8760563963422338,0.11190560784362599,-0.6314193773560764,0.20454894909109467,0.38999317801480915,-0.8673467746809895,0.062322858614844615,-0.021901021220745855,0.44762388953255033,-0.34807981367193375,-0.3311940760388943,1.0549532168553666,0.4928939222578092,0.33449549445365545,-0.37996388978207973,1.318703128061254,0.28872412996069646,0.14180743574253188,-0.16724635422988424,0.5357965170070182,-0.0706939278122449,-0.09706160569197284,-0.8057637404013468,0.41987900190597566,0.7853628797510255,-0.14007334068506047,-0.9147192054999952,-0.04549064942823869,0.5887782376242024,-0.7470550846295613,-1.817449837996732
1999-06-11,1.3092758496479573,-1.1968803685074694,-0.8065442881290313,0.6119592037887838,-1.492325794737955,-0.37876249864935574,-0.32606891169047963,0.5884207124388158,0.6022394799964172,-0.10309353044975895,-0.7487997274074026,0.32505102175663436,-0.6056372168767246,-0.6331037058694968,0.40363095425809314,-0.6882447694840811,0.08333757406855642,-0.8028256326981172,-0.3904966433531102,0.21551317784102786,1.0623078660795944,-0.7617971709866631,0.08456627176615292,1.0446032868218815,0.6073999785868843,-0.9431666122618847,-0.2680450172313702,0.22462540344008447,0.14961801476980882,-1.3442746831725225,1.0956022038572817,1.0973654037746996,1.6305338782888423,-1.032857931008376,0.065639787653504,0.9986957210281312,1.7520981449907136,-1.256312804510922,0.1118819367941497,0.5620196750857097,0.20534655221851283,-0.36697973485140467,-0.8673692939858344,0.1497398086351746,0.8288620739616286,-0.5277061180792232,-0.34803934547391774,-0.09428670162329823,-0.2869787785423186,0.8716087903502384,0.33447155625139907,-0.25733640392622226,-0.3724574795975421,-0.043885503019642336,0.14178359153958842,0.2727738348569708,-0.10037112212787827,-0.7576179361014088,-0.09709543753064784,1.5818307636069622,0.6029213751431146,-0.9651208303833813,-0.14003221371402566,0.9215619879978917,0.7005547229181116,-0.7403571724526123,-1.758482380189741
1999-06-14,1.3092758496479573,-1.1968803685074694,-0.7936487327412751,0.6826830523630623,-1.49959932101338,-0.37876249864935574,0.07276226270101063,-0.676652452797767,-0.45664229005702045,-1.3108280520007494,0.48853481476803357,0.2361489921443183,0.9695976016424587,0.20454495474402812,-0.6072171045531172,0.05522163492309915,-0.2717623976721531,-0.32607355645941455,-0.8026137562340864,0.21404755404564468,2.087572120837045,0.5884461504624008,-0.7615245687702525,0.34824469199009056,-0.2120788069950995,0.6023011800902969,-0.9431757871004747,0.9037308195756649,0.37885346331161696,-0.10301977592632812,-1.3441177363156476,0.32797838882946384,-0.19416801053530616,-0.5635383486383948,-1.0324927620257638,0.9856922653030152,0.3150012887018911,-0.7487849320791061,-1.2563433784332987,0.553863670216078,1.5062678226325166,0.3251122314459945,-0.3670015273123394,0.405494273111972,1.039972445808618,-0.6057040591170352,-0.5276637289286293,0.4560831873461848,0.4387547723259614,-0.6331494767817861,0.8715872384385754,1.0551955656047023,-0.5645717542730007,0.4035488554092431,-0.043908894909453856,0.6794267620906941,0.8779315485739408,-0.6882830585647739,-0.7576521679366955,0.1842501487402782,0.3250366729280957,0.08342451186906193,-0.9650715804320067,0.9362480617753097,0.45621436072133553,-0.7768659994482098,-2.1225183419823095
1999-06-15,1.2764207848702473,-1.1968803685074694,-0.7807531773535196,0.6131186111424606,-1.4867840604328688,-0.37876249864935574,0.41559343379832125,1.2310465327780076,0.47446526356214586,0.97482042648917,0.11631382634602615,0.4916055380908848,0.14929502778596815,-1.069802547344163,0.7318869485257877,0.5156793103721051,0.24584266812621633,0.07275716934409499,-0.32589470993586567,-0.6730019635864026,-1.5473016958774866,-0.676639464135984,0.588580348770465,-0.7026927045947052,-1.0266265430963344,-0.4565901014336451,0.6022952187847459,-0.2662598224282843,-1.2758843798673942,-1.3107900081124206,-0.10291316996493922,-1.3726840151384219,-1.6852205615475482,-0.2735217694155366,-0.5632422362974777,-0.9054327350494391,-2.1802760847067453,0.48855506833271956,-0.7488129454450941,-0.6313390876734288,-1.5787927675182447,0.2362096456797547,0.3250914443327163,0.0627377765715413,-2.462006883581237,0.969374722462807,-0.60566083584392,-0.3311158990386696,-0.48321858064409756,0.20438481722043528,-0.6331777140436827,-0.3797793176360865,-0.5197484289772406,-0.6072717352127295,0.4035243736533476,-0.16700191896643804,-0.9931355649892579,0.05517193439997109,-0.6883172484146692,-0.805406987761688,-2.0874136331994815,-0.27167973708932386,0.08346343839868582,-0.9142478758130977,-1.5804948186001253,-0.7458543190268544,-1.806661000808733
1999-06-16,1.2951951076003672,-1.1860609753534248,-0.7549620665780077,0.2061666300019419,-1.510682789623552,-0.37876249864935574,1.7863392070577135,1.6236011857535952,0.9611958833745563,1.6001343541200936,0.25264319618322434,0.9936328042768289,-1.2167254888436239,0.12708873968311218,1.1401153061918345,1.5032178043995432,1.3092683038969317,0.4155879548397961,0.07290838440929845,-0.39002086393570773,-1.1150745249803407,1.2310782947689016,-0.6763755908347747,0.08452343133166265,-0.4377667779171329,0.4745258159162823,-0.45659826452051744,-0.2677250332508988,-1.0817670277849463,0.9749260530766188,-1.3106344192751738,1.0951672714638672,-0.9251039762319903,0.6329065619514911,-0.2732683307062971,0.0658093584695228,-0.03365756675790798,0.11633243793752328,0.48853329753785923,0.11188197919040392,-0.4704216045547146,0.4916677897131252,0.23618872942467076,-0.866757273227004,-0.9611461295861435,0.14915340474759345,0.9694011015902059,-0.3479550075081492,-0.1641133103114566,-1.0697886944917308,0.20436030096157973,0.33460450147817067,-1.276636602379275,0.7317959298420622,-0.6072937547994643,0.1418831384616355,-0.011666020966628726,0.5156225422986128,0.05513819474556175,-0.09692510766090098,0.22106891593537778,0.24593156331820626,-0.27163731439145644,-0.13978537140600653,-0.9714394177362095,-0.7324376721480541,-1.6923360615387357
1999-06-17,1.3045822689654274,-1.2185191548155587,-0.7033798450269839,0.1539932990864909,-1.4992529626193123,-0.37876249864935574,0.46040115524872965,0.5385607486560169,1.23790134928989,-0.17881879860596292,0.6584751537172289,0.8051044726469693,0.4513732201410218,0.8443723447010056,0.9542539123845486,0.7264797225253322,0.9611588879479794,1.7863321863438844,0.41571541818790236,-0.8018997194856288,-0.11029168599890161,1.6236368108055648,1.231146621393701,-0.7612905756332988,-0.4164399889128933,0.9612608078163656,0.4745195889239559,-0.9425140175036419,-0.688080920570116,1.6002584701661904,0.97498894137937,-1.3428871104804718,-0.021600563220353346,1.741262881089885,0.6330266269451366,-1.0319858178844927,-0.34897083418488856,0.25266240916254507,0.11630878922208752,-1.2561956215548669,0.11607406514024138,0.9936981964846684,0.4916472445420286,-0.36649558886111244,0.37953784858127815,-1.2167317989381845,0.14918855545363133,-0.527513695389301,0.06249937342055447,0.12693917748215455,-1.069818871657305,0.8716813703224608,-0.18700410130681663,1.1400131945513754,0.7317706485379271,-0.04372228627464982,-0.16047641886614122,1.5031458786287961,0.5155890814677869,-0.7573080715602946,-0.16930810265796883,1.3093700081660513,0.24596888988952406,-0.9645856597260414,0.10950494592959463,-0.688904713418703,-1.382723595191357
